Id,CreationDate,PostId,RelatedPostId,LinkTypeId
244611,2013-02-18T03:03:35.527,2124,1543,3
244612,2013-02-18T03:03:35.527,2126,1083,3
244613,2013-02-18T03:03:35.527,2214,195,3
244614,2013-02-18T03:03:35.527,2255,2259,3
244615,2013-02-18T03:03:35.527,2445,1763,3
244616,2013-02-18T03:03:35.527,2555,109,3
244617,2013-02-18T03:03:35.527,2672,2622,3
244618,2013-02-18T03:03:35.527,2707,2594,3
244619,2013-02-18T03:03:35.527,2714,456,3
244620,2013-02-18T03:03:35.527,2714,1011,3
244621,2013-02-18T03:03:35.527,2781,124,3
244622,2013-02-18T03:03:35.527,2996,2643,3
244623,2013-02-18T03:03:35.527,2997,2643,3
244624,2013-02-18T03:03:35.527,3067,1479,3
244625,2013-02-18T03:03:35.527,3104,3106,3
244626,2013-02-18T03:03:35.527,3227,22,3
244627,2013-02-18T03:03:35.527,3320,2118,3
244628,2013-02-18T03:03:35.527,3351,374,3
244629,2013-02-18T03:03:35.527,3361,696,3
244630,2013-02-18T03:03:35.527,3414,3127,3
244631,2013-02-18T03:03:35.527,3417,3433,3
244632,2013-02-18T03:03:35.527,3459,1855,3
244633,2013-02-18T03:03:35.527,3494,3144,3
244634,2013-02-18T03:03:35.527,3601,1054,3
244635,2013-02-18T03:03:35.527,3602,1322,3
244636,2013-02-18T03:03:35.527,3694,3498,3
244637,2013-02-18T03:03:35.527,3703,2161,3
244638,2013-02-18T03:03:35.527,3767,3004,3
244639,2013-02-18T03:03:35.527,3794,3585,3
244640,2013-02-18T03:03:35.527,3814,3807,3
244641,2013-02-18T03:03:35.527,3861,301,3
244642,2013-02-18T03:03:35.527,3879,124,3
244643,2013-02-18T03:03:35.527,3893,301,3
244644,2013-02-18T03:03:35.527,3913,1793,3
244645,2013-02-18T03:03:35.527,3997,1763,3
244646,2013-02-18T03:03:35.527,4024,694,3
244647,2013-02-18T03:03:35.527,4042,456,3
244648,2013-02-18T03:03:35.527,4113,11,3
244649,2013-02-18T03:03:35.527,4143,3281,3
244650,2013-02-18T03:03:35.527,4168,3602,3
244651,2013-02-18T03:03:35.527,4264,1526,3
244652,2013-02-18T03:03:35.527,4368,4356,3
244653,2013-02-18T03:03:35.527,4492,4491,3
244654,2013-02-18T03:03:35.527,4602,4549,3
244655,2013-02-18T03:03:35.527,4607,4502,3
244656,2013-02-18T03:03:35.527,4713,301,3
244657,2013-02-18T03:03:35.527,5017,1763,3
244658,2013-02-18T03:03:35.527,5320,5340,3
244659,2013-02-18T03:03:35.527,5358,5144,3
244660,2013-02-18T03:03:35.527,5827,1763,3
244661,2013-02-18T03:03:35.527,6158,456,3
244662,2013-02-18T03:03:35.527,6382,11,3
244663,2013-02-18T03:03:35.527,6442,4488,3
244664,2013-02-18T03:03:35.527,6535,5526,3
244665,2013-02-18T03:03:35.527,6694,774,3
244666,2013-02-18T03:03:35.527,6891,4409,3
244667,2013-02-18T03:03:35.527,6921,1813,3
244668,2013-02-18T03:03:35.527,7003,2326,3
244669,2013-02-18T03:03:35.527,7062,6076,3
244670,2013-02-18T03:03:35.527,7382,587,3
244671,2013-02-18T03:03:35.527,7459,4362,3
244672,2013-02-18T03:03:35.527,7469,5117,3
244673,2013-02-18T03:03:35.527,7503,1187,3
244674,2013-02-18T03:03:35.527,7570,4760,3
244675,2013-02-18T03:03:35.527,7729,4,3
244676,2013-02-18T03:03:35.527,7950,1824,3
244677,2013-02-18T03:03:35.527,8121,1177,3
244678,2013-02-18T03:03:35.527,8579,488,3
244680,2013-02-18T03:03:35.527,8698,30,3
244681,2013-02-18T03:03:35.527,8708,3971,3
244682,2013-02-18T03:03:35.527,8721,1148,3
244683,2013-02-18T03:03:35.527,8741,8643,3
244684,2013-02-18T03:03:35.527,9317,7331,3
244685,2013-02-18T03:03:35.527,9339,2109,3
244686,2013-02-18T03:03:35.527,9468,1955,3
244687,2013-02-18T03:03:35.527,9922,8469,3
244688,2013-02-18T03:03:35.527,9963,1479,3
244689,2013-02-18T03:03:35.527,9975,9542,3
244690,2013-02-18T03:03:35.527,10023,7321,3
244691,2013-02-18T03:03:35.527,10028,2662,3
244692,2013-02-18T03:03:35.527,10039,6581,3
244693,2013-02-18T03:03:35.527,10071,8147,3
244694,2013-02-18T03:03:35.527,10128,8554,3
244695,2013-02-18T03:03:35.527,10133,1611,3
244696,2013-02-18T03:03:35.527,10215,893,3
244697,2013-02-18T03:03:35.527,11297,5604,3
244698,2013-02-18T03:03:35.527,11317,59,3
244699,2013-02-18T03:03:35.527,11381,8562,3
244700,2013-02-18T03:03:35.527,11569,301,3
244701,2013-02-18T03:03:35.527,11618,16,3
244702,2013-02-18T03:03:35.527,11683,1824,3
244703,2013-02-18T03:03:35.527,12070,488,3
244704,2013-02-18T03:03:35.527,12146,2885,3
244705,2013-02-18T03:03:35.527,12147,2111,3
244706,2013-02-18T03:03:35.527,12160,989,3
244707,2013-02-18T03:03:35.527,12175,9815,3
244708,2013-02-18T03:03:35.527,12297,3734,3
244709,2013-02-18T03:03:35.527,12319,4581,3
244710,2013-02-18T03:03:35.527,12360,12003,3
244711,2013-02-18T03:03:35.527,12469,4743,3
244712,2013-02-18T03:03:35.527,12494,1824,3
244713,2013-02-18T03:03:35.527,12617,4521,3
244714,2013-02-18T03:03:35.527,13646,6519,3
244715,2013-02-18T03:03:35.527,13668,3467,3
244716,2013-02-18T03:03:35.527,13668,3755,3
244718,2013-02-18T03:03:35.527,13706,72,3
244719,2013-02-18T03:03:35.527,13884,1589,3
244720,2013-02-18T03:03:35.527,13916,349,3
244721,2013-02-18T03:03:35.527,13950,2609,3
244722,2013-02-18T03:03:35.527,13950,12030,3
244723,2013-02-18T03:03:35.527,14046,4521,3
244724,2013-02-18T03:03:35.527,14052,2259,3
244725,2013-02-18T03:03:35.527,14236,7331,3
244951,2013-02-18T21:53:44.230,14272,8019,1
245408,2013-02-19T22:11:25.483,14320,3388,1
245409,2013-02-19T22:11:25.483,14320,4449,1
245410,2013-02-19T22:11:25.483,14320,5847,1
245411,2013-02-19T22:11:25.483,14320,8439,1
245424,2013-02-20T00:48:49.837,14314,3816,1
245425,2013-02-20T00:48:49.837,14314,73,1
245426,2013-02-20T00:48:49.837,14314,8005,1
245578,2013-02-20T05:25:59.603,13841,13738,1
245858,2013-02-20T18:12:51.317,14350,9696,1
245859,2013-02-20T18:12:51.317,14350,7062,1
245872,2013-02-20T19:26:25.333,14314,73,3
245873,2013-02-20T19:27:19.360,14350,4581,3
245874,2013-02-20T19:27:19.360,14350,12319,3
245965,2013-02-20T22:23:24.433,14296,11436,1
245991,2013-02-20T22:24:10.843,14296,9061,1
245992,2013-02-20T22:24:10.843,14296,8469,1
245993,2013-02-20T22:24:10.843,14296,7230,1
246069,2013-02-20T23:55:39.950,14363,14364,1
246071,2013-02-21T00:45:51.850,14364,14363,1
246221,2013-02-21T13:03:39.353,14371,14368,1
246399,2013-02-22T00:41:09.713,14361,4889,1
246511,2013-02-22T06:48:40.430,451,12607,3
246537,2013-02-22T07:31:30.973,14400,14388,1
246590,2013-02-22T08:13:29.730,14402,14388,1
246705,2013-02-22T16:14:12.750,14382,13867,1
246806,2013-02-22T18:29:19.587,14399,14371,1
246807,2013-02-22T18:34:23.043,14410,2570,1
246819,2013-02-22T19:42:17.313,14399,14368,1
246853,2013-02-22T19:55:52.680,14415,14414,1
247004,2013-02-23T05:20:01.527,14402,14400,1
247503,2013-02-24T14:46:31.607,14450,12272,1
247610,2013-02-24T21:34:26.423,14455,14440,1
247611,2013-02-24T21:34:26.423,14455,14286,1
247985,2013-02-25T17:20:37.730,14483,9724,1
248182,2013-02-26T00:30:29.047,14495,14494,1
248191,2013-02-26T00:36:25.883,14472,14494,1
248192,2013-02-26T00:36:25.883,14472,14495,1
248216,2013-02-26T00:53:17.540,14494,154,1
248217,2013-02-26T00:59:55.207,14495,9510,1
248218,2013-02-26T01:02:59.057,14495,154,1
248219,2013-02-26T01:03:47.277,14494,154,3
248398,2013-02-26T06:43:50.977,14503,9780,1
248561,2013-02-26T11:21:01.783,14480,14513,1
248623,2013-02-26T12:52:11.890,14513,14480,1
248651,2013-02-26T13:03:29.077,14512,14449,1
248652,2013-02-26T13:14:57.497,14512,14179,1
248653,2013-02-26T13:15:48.930,14504,14512,1
248787,2013-02-26T16:47:54.500,14504,14523,1
248800,2013-02-26T16:54:35.753,14523,14504,1
248919,2013-02-26T23:16:36.577,14472,15,3
249184,2013-02-27T03:11:24.077,14538,12317,1
249210,2013-02-27T03:55:07.397,14538,12317,3
249278,2013-02-27T07:59:52.123,12317,14542,1
249611,2013-02-27T19:05:09.077,14548,6023,1
249698,2013-02-27T19:43:05.800,14551,301,1
249749,2013-02-27T20:01:38.907,14551,301,3
249961,2013-02-28T01:28:21.267,14557,3971,1
250043,2013-02-28T04:11:24.423,14553,1823,1
250215,2013-02-28T11:20:51.207,14503,201,1
250216,2013-02-28T11:20:51.207,14503,12030,1
250217,2013-02-28T11:22:36.183,14503,2609,1
250218,2013-02-28T11:22:36.183,14503,4056,1
250219,2013-02-28T11:22:36.183,14503,1470,1
250949,2013-03-01T05:53:48.350,14579,14022,1
250975,2013-03-01T06:03:18.217,14589,14591,1
250987,2013-03-01T07:02:43.433,14591,14589,1
251326,2013-03-01T17:48:24.737,14596,9295,1
252146,2013-03-03T02:44:59.307,14628,8673,1
252156,2013-03-03T03:06:49.890,14626,2112,1
252236,2013-03-03T05:21:24.760,14614,9463,1
252266,2013-03-03T05:31:33.117,14631,14614,1
252400,2013-03-03T11:28:55.317,14630,11675,1
253103,2013-03-04T17:24:30.313,14652,14645,1
253783,2013-03-05T09:37:31.490,14663,8002,1
253803,2013-03-05T11:08:14.143,14687,4464,1
253856,2013-03-05T13:18:22.130,14687,13931,1
253857,2013-03-05T13:18:22.130,14687,72,1
253942,2013-03-05T16:27:02.527,14690,5903,3
254137,2013-03-05T23:44:07.277,14715,13944,1
254138,2013-03-06T00:15:03.200,14687,78,3
254139,2013-03-06T00:15:03.200,14687,4464,3
254185,2013-03-06T03:01:31.380,14663,8002,3
254933,2013-03-07T00:46:56.013,14725,2310,3
254998,2013-03-07T04:55:33.043,14744,9023,1
254999,2013-03-07T04:59:55.667,14740,14271,1
255000,2013-03-07T04:59:55.667,14740,1065,1
255001,2013-03-07T04:59:55.667,14740,5562,1
255002,2013-03-07T04:59:55.667,14740,6109,1
255114,2013-03-07T09:13:43.420,14756,14614,3
255336,2013-03-07T15:52:39.170,14762,1102,1
255447,2013-03-07T20:15:29.713,14769,14770,1
255448,2013-03-07T20:19:17.697,14770,14769,1
255763,2013-03-08T03:04:27.173,14769,6450,1
255807,2013-03-08T06:18:47.293,14776,4,3
256129,2013-03-08T15:37:17.687,14784,1158,1
256372,2013-03-08T21:50:00.297,14809,14810,1
257198,2013-03-10T03:53:40.687,14840,14733,1
257289,2013-03-10T09:50:07.570,14839,14341,1
258250,2013-03-11T21:36:10.583,14858,14859,1
258273,2013-03-11T22:32:04.893,14879,842,1
258325,2013-03-12T03:15:15.343,14178,14172,1
258553,2013-03-12T17:18:43.607,14893,1083,1
258952,2013-03-13T09:12:54.147,14906,2396,1
259246,2013-03-13T15:35:30.523,14918,4613,3
259256,2013-03-13T16:27:12.420,14916,1589,1
259283,2013-03-13T17:35:56.867,14915,8579,1
259284,2013-03-13T17:36:09.847,14915,488,1
259288,2013-03-13T18:00:38.123,14917,3239,1
259368,2013-03-13T19:43:54.450,14915,488,3
259369,2013-03-13T19:43:54.450,14915,13993,3
259376,2013-03-13T20:07:24.020,14916,1589,3
259464,2013-03-13T22:09:36.630,14932,14925,1
259531,2013-03-14T01:38:35.537,14920,456,1
259727,2013-03-14T04:53:47.473,14940,14939,1
259738,2013-03-14T05:30:14.970,14939,14940,1
259834,2013-03-14T07:48:35.237,14944,14947,3
259854,2013-03-14T10:22:57.463,14950,14472,1
259973,2013-03-14T16:12:47.947,14954,14615,1
260039,2013-03-14T19:37:51.713,14958,9866,1
260048,2013-03-14T20:23:13.667,14937,588,1
260049,2013-03-14T20:29:01.513,14957,14615,1
260050,2013-03-14T20:29:01.513,14957,12357,1
260086,2013-03-14T22:51:26.780,14962,14957,1
260087,2013-03-14T22:51:59.370,14957,14962,1
260111,2013-03-15T00:17:10.380,8551,12535,1
260261,2013-03-15T04:12:27.053,14966,14925,1
260274,2013-03-15T05:10:14.953,14950,4,1
260321,2013-03-15T07:15:18.417,14954,14615,3
260349,2013-03-15T08:01:42.920,14976,9053,1
260350,2013-03-15T08:01:42.920,14976,5013,1
260351,2013-03-15T08:01:42.920,14976,469,1
260427,2013-03-15T10:58:58.820,14981,1453,1
260474,2013-03-15T20:10:19.030,14953,14282,1
260480,2013-03-15T20:28:11.153,14981,1453,3
260481,2013-03-15T20:37:57.150,14920,7280,1
260595,2013-03-16T05:06:45.177,14994,8743,1
260706,2013-03-16T16:22:42.203,8551,10080,1
260707,2013-03-16T16:22:42.203,8551,8626,1
260715,2013-03-16T17:25:15.317,15018,2259,1
260792,2013-03-16T22:13:02.793,14999,2133,1
260802,2013-03-17T00:49:27.210,15026,8897,1
260803,2013-03-17T00:49:27.210,15026,1633,1
260833,2013-03-17T03:05:35.030,15026,11250,1
260978,2013-03-17T22:28:40.787,15043,2326,1
260986,2013-03-18T01:21:58.670,2637,15035,1
261225,2013-03-18T21:40:46.383,14957,4082,1
261240,2013-03-18T22:37:11.953,14628,15064,1
261241,2013-03-18T22:38:36.250,15064,12428,1
261242,2013-03-18T22:38:36.250,15064,12090,1
261243,2013-03-18T22:38:36.250,15064,14628,1
261420,2013-03-19T14:41:57.993,15043,9585,1
261457,2013-03-19T20:09:47.793,15064,15047,1
261459,2013-03-19T20:21:32.383,5953,15082,1
261505,2013-03-19T23:18:45.917,15088,15026,1
261586,2013-03-20T10:44:10.607,15099,2679,1
261587,2013-03-20T10:44:10.607,15099,14256,1
261913,2013-03-21T15:44:42.913,15124,3478,1
261952,2013-03-21T16:44:07.513,15123,1860,1
261958,2013-03-21T18:41:58.657,15123,1860,3
262058,2013-03-22T10:31:41.853,15018,2827,3
262126,2013-03-22T17:30:57.527,15139,14619,1
262311,2013-03-23T07:38:30.337,15151,2010,1
262472,2013-03-24T03:30:00.373,15160,12428,1
262473,2013-03-24T03:30:00.373,15160,12090,1
262735,2013-03-25T11:04:31.160,15147,15183,1
262800,2013-03-25T16:57:17.510,15183,694,1
262921,2013-03-25T22:57:37.827,3382,5197,3
263341,2013-03-27T11:15:40.207,15222,4932,1
263468,2013-03-27T18:25:52.717,15238,4488,1
263472,2013-03-27T18:34:27.797,15238,1813,1
263517,2013-03-28T04:15:40.157,14874,14953,1
263538,2013-03-28T12:01:56.423,15242,15172,1
263555,2013-03-28T14:09:25.530,15248,15242,1
263556,2013-03-28T14:09:25.530,15248,15246,1
263594,2013-03-28T20:05:22.710,14914,6035,1
263598,2013-03-28T22:46:04.353,9946,3430,1
263716,2013-03-29T10:26:53.210,14854,14846,1
263727,2013-03-29T13:47:58.170,15268,8456,1
263745,2013-03-29T16:17:28.103,15268,14724,1
263772,2013-03-29T19:36:33.590,15263,11675,1
263818,2013-03-30T04:33:45.800,15076,14589,1
263882,2013-03-30T14:42:42.900,15310,7033,1
263945,2013-03-30T21:52:41.947,5013,14976,1
264029,2013-03-31T12:48:45.570,15310,7033,3
264054,2013-03-31T17:31:26.177,15329,6184,1
264062,2013-03-31T17:41:27.947,15349,3167,3
264142,2013-04-01T08:20:25.603,15343,15358,1
264233,2013-04-01T21:02:18.717,14976,15375,1
264247,2013-04-01T21:47:19.753,15375,15377,1
264270,2013-04-01T22:38:56.457,15372,15378,1
264282,2013-04-02T00:17:53.257,15379,508,1
264381,2013-04-02T13:56:13.100,15384,6330,1
264382,2013-04-02T13:56:13.100,15384,4877,1
264410,2013-04-02T17:16:56.123,15396,12637,1
264428,2013-04-02T18:11:22.237,15396,78,3
264465,2013-04-02T22:13:41.587,15396,72,1
264480,2013-04-03T03:26:57.087,15402,8579,1
264497,2013-04-03T13:07:56.860,6082,7093,1
264544,2013-04-03T20:09:59.943,15417,14816,1
264608,2013-04-04T08:48:39.517,15442,2183,1
264735,2013-04-05T14:39:30.213,15098,6524,1
264741,2013-04-05T17:11:43.683,15456,5061,1
264742,2013-04-05T17:25:02.097,15460,11315,1
264962,2013-04-07T07:12:36.303,15485,14236,1
264963,2013-04-07T07:12:36.303,15485,14495,1
265007,2013-04-07T12:35:36.830,15489,13736,1
265095,2013-04-08T09:24:01.830,15501,15378,1
265197,2013-04-09T01:18:42.980,15489,13736,3
265201,2013-04-09T04:20:42.020,15346,7953,1
265257,2013-04-09T14:11:23.607,15530,6035,1
265262,2013-04-09T16:19:47.803,15526,14999,1
265284,2013-04-09T16:57:59.123,15534,4789,1
265285,2013-04-09T16:57:59.123,15534,8701,1
265290,2013-04-09T17:29:39.230,15534,1991,1
265291,2013-04-09T17:48:38.110,15498,1954,1
265302,2013-04-09T18:16:16.973,15528,7069,1
265318,2013-04-09T19:57:23.897,15497,14271,1
265349,2013-04-09T20:19:22.950,15533,14770,1
265354,2013-04-09T20:53:53.427,15528,15544,1
265356,2013-04-09T23:03:32.477,15544,9625,1
265372,2013-04-10T01:11:41.167,15547,2950,1
265443,2013-04-10T13:21:43.053,15564,7792,1
265486,2013-04-10T15:22:21.013,15574,5410,1
265501,2013-04-10T16:45:40.167,15575,2885,1
265511,2013-04-10T18:01:12.283,15481,893,3
265515,2013-04-10T19:42:40.320,15564,1177,1
265581,2013-04-11T09:15:08.367,14761,13661,1
265582,2013-04-11T09:28:56.503,14761,9038,1
265583,2013-04-11T09:28:56.503,14761,2414,1
265606,2013-04-11T13:02:51.130,15598,6583,1
265660,2013-04-12T03:42:19.990,15604,15550,1
265692,2013-04-12T16:06:51.637,15601,2881,1
265726,2013-04-12T21:10:25.670,15621,14657,1
265747,2013-04-12T23:00:30.733,15346,7060,1
265748,2013-04-12T23:00:30.733,15346,15451,1
265792,2013-04-13T07:22:46.037,15627,15628,1
265794,2013-04-13T07:23:53.370,15628,15627,1
265914,2013-04-14T06:56:03.280,15638,9946,1
265915,2013-04-14T06:56:03.280,15638,15547,1
265958,2013-04-14T15:19:44.850,15627,14600,1
265959,2013-04-14T16:55:33.747,15642,5447,1
265999,2013-04-15T05:00:20.013,15647,301,3
266001,2013-04-15T06:08:20.193,15624,2326,1
266007,2013-04-15T07:00:26.770,15482,5443,1
266036,2013-04-15T16:16:34.420,2326,15624,1
266068,2013-04-15T21:45:04.397,15624,5804,1
266084,2013-04-16T03:05:10.420,15659,5792,1
266193,2013-04-17T02:30:24.417,14925,14966,1
266242,2013-04-17T04:32:34.013,15679,15242,1
266243,2013-04-17T04:54:42.420,15679,778,1
266244,2013-04-17T04:54:42.420,15679,694,1
266268,2013-04-17T07:11:15.407,6702,15498,1
266304,2013-04-17T19:01:26.983,15695,456,3
266323,2013-04-17T22:32:35.237,15698,5792,1
266324,2013-04-17T22:32:35.237,15698,15659,1
266325,2013-04-17T22:33:25.383,15695,14472,1
266326,2013-04-17T22:35:23.953,15695,14494,1
266327,2013-04-17T22:35:23.953,15695,14495,1
266359,2013-04-18T03:21:21.377,15702,9268,1
266374,2013-04-18T07:12:01.670,15698,6702,1
266428,2013-04-18T20:13:38.887,14809,15139,1
266430,2013-04-18T20:24:07.493,15709,2904,1
266462,2013-04-19T03:41:21.600,15709,5598,1
266473,2013-04-19T05:12:24.573,15718,15709,1
266496,2013-04-19T12:24:41.363,15713,12267,1
266512,2013-04-19T13:35:04.797,15726,2933,1
266513,2013-04-19T13:35:04.797,15726,72,1
266515,2013-04-19T14:28:19.273,15726,2573,1
266550,2013-04-20T00:39:28.177,15731,15710,1
266904,2013-04-23T05:21:46.927,15772,15680,1
266905,2013-04-23T05:36:06.653,15772,195,1
266987,2013-04-23T15:39:55.670,15785,9719,1
266989,2013-04-23T16:20:00.543,15783,3746,1
267024,2013-04-23T18:40:54.677,15794,7146,1
267025,2013-04-23T19:21:37.530,14715,4187,1
267026,2013-04-23T19:26:36.170,4187,14715,1
267027,2013-04-23T19:29:40.480,4187,14906,1
267037,2013-04-23T20:26:46.693,15781,5690,1
267047,2013-04-23T23:16:18.210,2548,72,1
267103,2013-04-24T08:06:53.483,15785,15808,1
267126,2013-04-24T10:45:45.723,15808,13993,1
267127,2013-04-24T10:45:45.723,15808,508,1
267128,2013-04-24T10:45:45.723,15808,1235,1
267129,2013-04-24T10:45:45.723,15808,14976,1
267184,2013-04-24T23:57:10.960,15807,301,1
267232,2013-04-25T05:15:50.623,15828,14402,1
267233,2013-04-25T05:23:04.017,15828,14400,1
267245,2013-04-25T07:04:58.347,15828,696,1
267268,2013-04-25T10:54:27.447,15835,1763,1
267279,2013-04-25T12:34:53.307,15836,15758,1
267280,2013-04-25T12:37:18.597,15758,15836,1
267281,2013-04-25T12:39:40.403,15836,15726,1
267282,2013-04-25T12:49:38.337,15758,15726,1
267283,2013-04-25T13:32:06.317,15836,14211,1
267286,2013-04-25T15:27:00.037,15783,8152,1
267331,2013-04-25T20:20:36.160,15835,5017,1
267344,2013-04-25T22:19:57.740,15842,7170,1
267394,2013-04-26T06:57:41.593,15854,15,3
267395,2013-04-26T06:57:41.593,15854,14472,3
267396,2013-04-26T07:10:35.450,15837,14341,1
267397,2013-04-26T07:29:30.767,15852,1763,3
267440,2013-04-26T14:51:30.217,15857,6002,1
267441,2013-04-26T14:51:30.217,15857,5255,1
267468,2013-04-26T17:02:55.643,15860,2288,1
267469,2013-04-26T17:08:15.180,15860,320,3
267470,2013-04-26T17:08:15.180,15860,2288,3
267530,2013-04-26T22:17:29.847,15864,374,1
267644,2013-04-27T20:25:04.113,15864,374,3
268040,2013-04-30T17:15:12.813,15900,15638,1
268047,2013-04-30T17:51:02.117,15903,6097,1
268048,2013-04-30T17:51:02.117,15903,8466,1
268049,2013-04-30T17:54:01.270,9205,5190,1
268068,2013-04-30T20:48:11.773,15916,374,1
268069,2013-04-30T20:48:31.213,15916,3351,1
268072,2013-04-30T21:26:03.653,15916,374,3
268073,2013-04-30T21:26:03.653,15916,11912,3
268078,2013-04-30T22:46:18.277,2711,2615,1
268201,2013-05-01T14:44:19.477,15900,15638,3
268332,2013-05-02T07:04:28.880,15935,15116,1
268401,2013-05-02T17:11:57.700,15941,4464,1
268408,2013-05-02T17:21:13.997,15941,15267,1
268437,2013-05-02T20:22:44.873,15946,6055,1
268503,2013-05-03T00:10:57.327,15946,6055,3
268517,2013-05-03T03:53:35.527,15948,9585,1
268522,2013-05-03T04:12:53.780,15941,2100,1
268578,2013-05-03T12:24:49.857,15050,11722,1
268601,2013-05-03T16:22:33.283,15941,15267,3
268657,2013-05-03T18:12:36.400,15967,15959,1
268658,2013-05-03T18:15:04.587,15962,4561,1
268659,2013-05-03T18:17:14.427,15962,49,1
268674,2013-05-03T18:29:22.073,15971,15967,1
268677,2013-05-03T19:00:27.907,15971,6129,1
268692,2013-05-03T20:10:11.917,15962,49,3
268710,2013-05-04T00:34:34.440,15971,12272,1
268984,2013-05-06T04:45:55.433,14439,15379,1
269036,2013-05-06T13:57:58.523,16003,4056,1
269047,2013-05-06T14:04:06.103,16018,15959,1
269059,2013-05-06T15:05:05.940,16026,2464,1
269065,2013-05-06T15:51:41.440,16026,4928,3
269080,2013-05-06T18:59:49.793,16000,15003,3
269237,2013-05-07T13:52:53.747,16039,1955,3
269261,2013-05-07T17:25:11.823,16042,3796,3
269267,2013-05-07T17:51:34.583,16044,9809,1
269309,2013-05-07T21:02:34.703,15963,847,3
269397,2013-05-08T09:08:07.597,16064,15886,1
269427,2013-05-08T13:46:32.973,16060,3730,1
269511,2013-05-08T23:21:00.420,15986,14416,1
269532,2013-05-09T01:06:07.297,16076,5220,1
269642,2013-05-10T01:37:11.200,16080,9946,1
269666,2013-05-10T04:01:09.777,16084,16066,3
269755,2013-05-10T13:55:00.080,16094,7599,1
269761,2013-05-10T15:15:48.270,16082,16062,1
269815,2013-05-11T00:08:08.527,16102,14467,1
269927,2013-05-12T00:59:09.310,16111,1646,1
270270,2013-05-14T20:59:01.903,3703,5049,1
270278,2013-05-14T21:13:17.663,15895,15082,1
270458,2013-05-16T18:29:17.630,6811,14724,1
270472,2013-05-16T18:51:33.027,14724,6811,1
270483,2013-05-16T19:45:13.157,16167,4474,1
270561,2013-05-17T11:58:53.403,16174,14472,1
270567,2013-05-17T13:41:06.737,16174,15,1
270569,2013-05-17T13:51:24.083,16174,9484,1
270679,2013-05-18T08:59:53.337,16191,1529,1
270684,2013-05-18T10:14:55.143,16177,16003,1
270700,2013-05-18T16:03:17.753,16191,1529,3
270740,2013-05-19T09:19:11.763,16191,642,1
270896,2013-05-20T18:55:15.767,16207,14628,1
270918,2013-05-20T22:02:25.537,2248,14382,1
270919,2013-05-20T22:05:22.233,16215,16207,1
270922,2013-05-20T22:40:04.137,16203,9484,3
270923,2013-05-20T22:57:42.350,16220,9772,1
270946,2013-05-21T08:48:25.383,16207,14628,3
271102,2013-05-22T12:50:42.180,16232,10070,1
271148,2013-05-23T07:31:00.677,16239,15737,1
271191,2013-05-23T12:43:13.523,16256,9038,1
271192,2013-05-23T12:45:39.390,16256,6145,1
271208,2013-05-23T15:23:07.033,16255,8743,3
271210,2013-05-23T15:25:54.970,16256,9038,3
271257,2013-05-23T20:38:46.360,16264,5410,1
271258,2013-05-23T20:38:46.360,16264,4743,1
271259,2013-05-23T20:38:46.360,16264,2,1
271260,2013-05-23T20:39:12.893,16264,4364,1
271324,2013-05-24T14:56:34.123,16270,695,1
271627,2013-05-27T08:11:17.187,16303,15852,1
271628,2013-05-27T08:11:17.187,16303,1763,1
271629,2013-05-27T08:35:17.900,16303,1763,3
271731,2013-05-28T07:06:24.410,16303,1775,1
271741,2013-05-28T08:10:27.773,16314,8743,3
271781,2013-05-28T14:10:18.577,16319,8307,1
271782,2013-05-28T14:10:18.577,16319,14068,1
271949,2013-05-29T22:11:00.393,16336,5920,1
271978,2013-05-30T01:22:56.533,16345,5920,1
271994,2013-05-30T04:20:28.643,16345,5935,1
272018,2013-05-30T09:13:32.980,16336,16345,1
272044,2013-05-30T15:21:26.137,16328,16175,1
272127,2013-05-30T22:43:31.030,16366,16190,1
272147,2013-05-31T03:01:31.360,16371,2405,1
272205,2013-05-31T15:32:46.633,16379,456,3
272206,2013-05-31T15:34:15.977,16379,30,1
272207,2013-05-31T15:34:15.977,16379,1011,1
272208,2013-05-31T15:34:15.977,16379,15,1
272232,2013-05-31T18:02:03.180,16382,5431,1
272257,2013-05-31T18:58:23.727,16388,1824,3
272284,2013-05-31T20:49:36.510,16391,15352,1
272415,2013-06-02T14:46:04.830,16411,130,1
272459,2013-06-02T22:03:44.150,15953,7304,1
272563,2013-06-03T09:47:40.137,16429,7033,1
272636,2013-06-03T19:14:48.397,16435,1855,1
272670,2013-06-03T20:20:33.383,16441,6702,1
272673,2013-06-03T20:33:20.877,16440,8466,1
272674,2013-06-03T20:33:20.877,16440,11436,1
272675,2013-06-03T20:34:40.570,16440,9484,1
272723,2013-06-04T04:10:39.087,16440,14022,1
272724,2013-06-04T04:10:39.087,16440,9934,1
272754,2013-06-04T10:17:14.240,16443,16438,3
272757,2013-06-04T11:09:35.680,16358,16326,1
272793,2013-06-04T16:50:28.287,16336,16460,1
272803,2013-06-04T17:16:08.193,16460,16336,1
272835,2013-06-04T23:25:57.440,16465,4362,1
272865,2013-06-05T06:17:33.070,16444,16452,1
272947,2013-06-06T00:15:46.523,16485,9585,1
272955,2013-06-06T03:42:36.050,16465,16460,1
272975,2013-06-06T07:31:55.777,16498,3755,1
273014,2013-06-06T09:41:33.683,286,16428,1
273024,2013-06-06T12:15:24.547,16499,374,1
273039,2013-06-06T13:30:27.987,16499,374,3
